park,parkLabel,instanceType,instanceTypeLabel
http://www.wikidata.org/entity/Q242681,Мамонтова пещера,http://www.wikidata.org/entity/Q2232001,экскурсионная пещера
http://www.wikidata.org/entity/Q242681,Мамонтова пещера,http://www.wikidata.org/entity/Q17343829,невключённая община в США
http://www.wikidata.org/entity/Q242681,Мамонтова пещера,http://www.wikidata.org/entity/Q34918903,национальный парк США
http://www.wikidata.org/entity/Q248825,Peak Charles National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q253517,Кейп-Бретон-Хайлендс,http://www.wikidata.org/entity/Q1896949,Национальные парки Канады
http://www.wikidata.org/entity/Q254556,Conondale National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q255449,Moresby Range National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q256022,Wyperfeld National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q257598,Грос-Морн,http://www.wikidata.org/entity/Q1896949,Национальные парки Канады
http://www.wikidata.org/entity/Q261577,Глейшер-Бей,http://www.wikidata.org/entity/Q158454,биосферный заповедник ЮНЕСКО
http://www.wikidata.org/entity/Q261577,Глейшер-Бей,http://www.wikidata.org/entity/Q841646,национальный заказник
http://www.wikidata.org/entity/Q261577,Глейшер-Бей,http://www.wikidata.org/entity/Q34918903,национальный парк США
http://www.wikidata.org/entity/Q267394,Серра-да-Капивара,http://www.wikidata.org/entity/Q9259,всемирное наследие
http://www.wikidata.org/entity/Q267394,Серра-да-Капивара,http://www.wikidata.org/entity/Q386426,природное наследие
http://www.wikidata.org/entity/Q271087,Ондердален,http://www.wikidata.org/entity/Q23442,остров
http://www.wikidata.org/entity/Q273195,Карлсбадские пещеры,http://www.wikidata.org/entity/Q2232001,экскурсионная пещера
http://www.wikidata.org/entity/Q273195,Карлсбадские пещеры,http://www.wikidata.org/entity/Q34918903,национальный парк США
http://www.wikidata.org/entity/Q274131,Эверглейдс,http://www.wikidata.org/entity/Q570116,достопримечательность
http://www.wikidata.org/entity/Q274131,Эверглейдс,http://www.wikidata.org/entity/Q34918903,национальный парк США
http://www.wikidata.org/entity/Q283482,Пукаскуа,http://www.wikidata.org/entity/Q1896949,Национальные парки Канады
http://www.wikidata.org/entity/Q305949,Петрифайд-Форест,http://www.wikidata.org/entity/Q17343829,невключённая община в США
http://www.wikidata.org/entity/Q305949,Петрифайд-Форест,http://www.wikidata.org/entity/Q34918903,национальный парк США
http://www.wikidata.org/entity/Q306193,Острова Чаннел,http://www.wikidata.org/entity/Q158454,биосферный заповедник ЮНЕСКО
http://www.wikidata.org/entity/Q306193,Острова Чаннел,http://www.wikidata.org/entity/Q34918903,национальный парк США
http://www.wikidata.org/entity/Q306216,Бэдлендс,http://www.wikidata.org/entity/Q34918903,национальный парк США
http://www.wikidata.org/entity/Q309276,Гренландский национальный парк,http://www.wikidata.org/entity/Q158454,биосферный заповедник ЮНЕСКО
http://www.wikidata.org/entity/Q309276,Гренландский национальный парк,http://www.wikidata.org/entity/Q179049,заповедник
http://www.wikidata.org/entity/Q309276,Гренландский национальный парк,http://www.wikidata.org/entity/Q473972,природоохранная зона
http://www.wikidata.org/entity/Q309276,Гренландский национальный парк,http://www.wikidata.org/entity/Q52994899,unincorporated area of Greenland
http://www.wikidata.org/entity/Q317226,Anárjohka National Park,http://www.wikidata.org/entity/Q7251280,охраняемые природные территории Норвегии
http://www.wikidata.org/entity/Q319327,национальный парк Аберкромби-Ривер,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q328488,Салонга,http://www.wikidata.org/entity/Q199403,влажные тропические леса
http://www.wikidata.org/entity/Q328577,Таи,http://www.wikidata.org/entity/Q158454,биосферный заповедник ЮНЕСКО
http://www.wikidata.org/entity/Q337028,Гирский лес,http://www.wikidata.org/entity/Q179049,заповедник
http://www.wikidata.org/entity/Q358729,Валь-Гранде (национальный парк),http://www.wikidata.org/entity/Q473972,природоохранная зона
http://www.wikidata.org/entity/Q368670,Mebbin National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q370501,Гуадалупе-Маунтинс,http://www.wikidata.org/entity/Q34918903,национальный парк США
http://www.wikidata.org/entity/Q372093,Олимпик,http://www.wikidata.org/entity/Q34918903,национальный парк США
http://www.wikidata.org/entity/Q373567,Глейшер,http://www.wikidata.org/entity/Q158454,биосферный заповедник ЮНЕСКО
http://www.wikidata.org/entity/Q373567,Глейшер,http://www.wikidata.org/entity/Q34918903,национальный парк США
http://www.wikidata.org/entity/Q376436,Викос-Аоос,http://www.wikidata.org/entity/Q1191622,Специальная область сохранения
http://www.wikidata.org/entity/Q376436,Викос-Аоос,http://www.wikidata.org/entity/Q53444003,Глобальный геопарк ЮНЕСКО
http://www.wikidata.org/entity/Q379080,Форт Иисус,http://www.wikidata.org/entity/Q1785071,форт
http://www.wikidata.org/entity/Q379080,Форт Иисус,http://www.wikidata.org/entity/Q84015776,historic landmark
http://www.wikidata.org/entity/Q382227,Gargano National Park,http://www.wikidata.org/entity/Q473972,природоохранная зона
http://www.wikidata.org/entity/Q384739,Вильсонс-Промонтори,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q385269,Dunggir National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q385655,Стены Иерусалима,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q388279,Пор-Кро (национальный парк),http://www.wikidata.org/entity/Q473972,природоохранная зона
http://www.wikidata.org/entity/Q388279,Пор-Кро (национальный парк),http://www.wikidata.org/entity/Q943017,Список национальных парков Франции
http://www.wikidata.org/entity/Q390208,Дельта Салума,http://www.wikidata.org/entity/Q18618841,national park of Senegal
http://www.wikidata.org/entity/Q390208,Дельта Салума,http://www.wikidata.org/entity/Q72082844,protected area section
http://www.wikidata.org/entity/Q391338,Вуд-Баффало,http://www.wikidata.org/entity/Q1896949,Национальные парки Канады
http://www.wikidata.org/entity/Q391338,Вуд-Баффало,http://www.wikidata.org/entity/Q3457162,парк тёмного неба
http://www.wikidata.org/entity/Q391391,Наханни,http://www.wikidata.org/entity/Q1896949,Национальные парки Канады
http://www.wikidata.org/entity/Q422935,Nuga Nuga National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q423134,Newry Islands National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q426073,Ikara-Flinders Ranges National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q441861,Whitsunday Islands National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q441890,Литл-Дезерт,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q442279,Кейп-Эрид,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q446220,Таннел-Крик (национальный парк),http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q447047,Национальный парк Алтын-Эмель,http://www.wikidata.org/entity/Q112128334,особо охраняемая природная территория республиканского значения Казахстана
http://www.wikidata.org/entity/Q453513,Amamoor National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q457882,Glass House Mountains National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q463141,Доньяна,http://www.wikidata.org/entity/Q158454,биосферный заповедник ЮНЕСКО
http://www.wikidata.org/entity/Q463141,Доньяна,http://www.wikidata.org/entity/Q288142,European Diploma of Protected Areas
http://www.wikidata.org/entity/Q463141,Доньяна,http://www.wikidata.org/entity/Q473972,природоохранная зона
http://www.wikidata.org/entity/Q463141,Доньяна,http://www.wikidata.org/entity/Q796174,site of community importance
http://www.wikidata.org/entity/Q463141,Доньяна,http://www.wikidata.org/entity/Q1191622,Специальная область сохранения
http://www.wikidata.org/entity/Q463141,Доньяна,http://www.wikidata.org/entity/Q1316973,национальный парк Испании
http://www.wikidata.org/entity/Q463141,Доньяна,http://www.wikidata.org/entity/Q2463705,особая природоохранная зона ЕС по защите птиц
http://www.wikidata.org/entity/Q463141,Доньяна,http://www.wikidata.org/entity/Q19683138,Рамсарское угодье
http://www.wikidata.org/entity/Q464004,Национальный парк Грейт-Смоки-Маунтинс,http://www.wikidata.org/entity/Q34918903,национальный парк США
http://www.wikidata.org/entity/Q464942,Гарахонай,http://www.wikidata.org/entity/Q473972,природоохранная зона
http://www.wikidata.org/entity/Q464942,Гарахонай,http://www.wikidata.org/entity/Q1316973,национальный парк Испании
http://www.wikidata.org/entity/Q465811,Национальная аллея,http://www.wikidata.org/entity/Q174782,площадь
http://www.wikidata.org/entity/Q465811,Национальная аллея,http://www.wikidata.org/entity/Q207934,аллея
http://www.wikidata.org/entity/Q472929,Хасселл (национальный парк),http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q473256,Кинглейк (национальный парк),http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q476446,Экрен,http://www.wikidata.org/entity/Q473972,природоохранная зона
http://www.wikidata.org/entity/Q476446,Экрен,http://www.wikidata.org/entity/Q943017,Список национальных парков Франции
http://www.wikidata.org/entity/Q477399,Michaelmas and Upolu Cays National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q484112,Тадохэхэсан,http://www.wikidata.org/entity/Q1367500,охраняемая морская зона
http://www.wikidata.org/entity/Q894672,Kamay Botany Bay National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q894991,Bouddi National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q895450,Bowling Green Bay National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q897598,Brampton Islands National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q902778,Уотертон-Лейкс,http://www.wikidata.org/entity/Q1896949,Национальные парки Канады
http://www.wikidata.org/entity/Q903323,Кутеней,http://www.wikidata.org/entity/Q1896949,Национальные парки Канады
http://www.wikidata.org/entity/Q906973,Murramarang National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q913099,Иродион,http://www.wikidata.org/entity/Q839954,археологический памятник
http://www.wikidata.org/entity/Q913099,Иродион,http://www.wikidata.org/entity/Q1814183,Список национальных парков Израиля
http://www.wikidata.org/entity/Q917644,Брисбен-Рэнджес,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q917653,Brisbane Water National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q917801,Geikie Gorge National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q918062,Drysdale River National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q918064,William Bay National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q918256,Witjira National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q918615,Дайамантина (национальный парк),http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q920056,Lincoln National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q921082,Национальный морской парк Закинфа,http://www.wikidata.org/entity/Q1367500,охраняемая морская зона
http://www.wikidata.org/entity/Q921508,Finke Gorge National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q921864,Broad Sound Islands National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q922823,Broadwater National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q922898,Кишкуншаг,http://www.wikidata.org/entity/Q158454,биосферный заповедник ЮНЕСКО
http://www.wikidata.org/entity/Q922898,Кишкуншаг,http://www.wikidata.org/entity/Q20526152,national park
http://www.wikidata.org/entity/Q924190,Mount Hypipamee National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q924315,Culgoa National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q925214,Тасман,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q927997,Kati Thanda-Lake Eyre National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q928618,Brook Islands National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q930677,Freycinet National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q932535,Watagans National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q932736,Национальный парк Вулканов,http://www.wikidata.org/entity/Q158454,биосферный заповедник ЮНЕСКО
http://www.wikidata.org/entity/Q932736,Национальный парк Вулканов,http://www.wikidata.org/entity/Q1139892,ключевые орнитологические территории
http://www.wikidata.org/entity/Q932964,Национальный парк Янчеп,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q934161,Cania Gorge National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q935435,Национальный парк Лаука,http://www.wikidata.org/entity/Q158454,биосферный заповедник ЮНЕСКО
http://www.wikidata.org/entity/Q936482,Murray - Sunset National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q936623,Кингс-Каньон,http://www.wikidata.org/entity/Q17343829,невключённая община в США
http://www.wikidata.org/entity/Q936623,Кингс-Каньон,http://www.wikidata.org/entity/Q34918903,национальный парк США
http://www.wikidata.org/entity/Q938754,Ferntree Creek National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q940680,Марайа-Айленд,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q944329,Маунт-Рейнир,http://www.wikidata.org/entity/Q34918903,национальный парк США
http://www.wikidata.org/entity/Q944542,Монга,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q944803,Garigal National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q948585,Heathcote National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q951837,Татра (национальный парк),http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q953920,Weddin Mountains National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q956929,Budderoo National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q957573,Serpentine National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q958003,Велька-Фатра (национальный парк),http://www.wikidata.org/entity/Q473972,природоохранная зона
http://www.wikidata.org/entity/Q958322,Стокс (национальный парк),http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q958356,Лесьюр (национальный парк),http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q958356,Лесьюр (национальный парк),http://www.wikidata.org/entity/Q38048753,natural cultural heritage site
http://www.wikidata.org/entity/Q958913,Goold Island National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q962373,Дальбю Сёдерскуг,http://www.wikidata.org/entity/Q1211122,лиственный лес
http://www.wikidata.org/entity/Q964116,Масуала (национальный парк),http://www.wikidata.org/entity/Q20489083,национальный парк Мадагаскара
http://www.wikidata.org/entity/Q965639,Terrick Terrick National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q967541,Юго-Западный национальный парк,http://www.wikidata.org/entity/Q158454,биосферный заповедник ЮНЕСКО
http://www.wikidata.org/entity/Q967541,Юго-Западный национальный парк,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q972962,Sturt National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q974898,Toonumbar National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q975250,Бутринти (национальный парк),http://www.wikidata.org/entity/Q473972,природоохранная зона
http://www.wikidata.org/entity/Q977310,Mount Cook National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q977942,Girramay National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q980061,Д’Антркасто (национальный парк),http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q980397,Ghin-Doo-Ee National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q985228,Frankland Group National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q985251,Macalister Range National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q991459,Брус,http://www.wikidata.org/entity/Q1896949,Национальные парки Канады
http://www.wikidata.org/entity/Q991459,Брус,http://www.wikidata.org/entity/Q3457162,парк тёмного неба
http://www.wikidata.org/entity/Q993154,Томорр (национальный парк),http://www.wikidata.org/entity/Q473972,природоохранная зона
http://www.wikidata.org/entity/Q997788,Isla Gorge National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q999301,Dryander National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q1000715,Budawang National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q1001900,Buffalo National Park,http://www.wikidata.org/entity/Q1896949,Национальные парки Канады
http://www.wikidata.org/entity/Q1002547,Bugong National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q1003529,Bulburin National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q1004326,Bulleringa National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q1009360,Bundjalung National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q1009440,Bungawalbin National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q1009486,Bungonia National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q1010032,Bunya Mountains National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q1010980,Бельвуар,http://www.wikidata.org/entity/Q839954,археологический памятник
http://www.wikidata.org/entity/Q1010980,Бельвуар,http://www.wikidata.org/entity/Q92275707,crusader castle
http://www.wikidata.org/entity/Q1016604,Burleigh Head National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q1016934,Бурроуа-Пайн-Маунтин,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q1016942,Burrum Coast National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q1018112,Butterleaf National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q1018500,Byfield National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q1028479,Guadeloupe National Park,http://www.wikidata.org/entity/Q158454,биосферный заповедник ЮНЕСКО
http://www.wikidata.org/entity/Q1028479,Guadeloupe National Park,http://www.wikidata.org/entity/Q473972,природоохранная зона
http://www.wikidata.org/entity/Q1028479,Guadeloupe National Park,http://www.wikidata.org/entity/Q943017,Список национальных парков Франции
http://www.wikidata.org/entity/Q1029674,Camooweal Caves National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q1030926,Macquarie Pass National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q1033936,Canunda National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q1034237,Cape Hillsborough National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q1034246,Cape Palmerston National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q1034249,Cape Upstart National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q1034253,Кейп-Ле-Гранд,http://www.wikidata.org/entity/Q358,национальный объект культурного наследия
http://www.wikidata.org/entity/Q1034253,Кейп-Ле-Гранд,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q1034802,Capoompeta National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q1034936,Capricorn Coast National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q1034937,Capricornia Cays National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q1043894,Carnarvon National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q1044858,Carrai National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q1046851,Cascade National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q1049361,Castle Tower National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q1050363,Cataract National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q1050857,Cathedral Rock National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q1051319,Cattai National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q1051873,Cavernas do Peruaçu National Park,http://www.wikidata.org/entity/Q9259,всемирное наследие
http://www.wikidata.org/entity/Q1063366,Charles Darwin National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q1068068,El Cocuy National Park,http://www.wikidata.org/entity/Q35666,ледник
http://www.wikidata.org/entity/Q1068068,El Cocuy National Park,http://www.wikidata.org/entity/Q46831,горный хребет
http://www.wikidata.org/entity/Q1068068,El Cocuy National Park,http://www.wikidata.org/entity/Q54050,холм
http://www.wikidata.org/entity/Q1070202,Cherbourg National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q1070790,Chesterton Range National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q1072838,Поллино,http://www.wikidata.org/entity/Q473972,природоохранная зона
http://www.wikidata.org/entity/Q1072838,Поллино,http://www.wikidata.org/entity/Q53444003,Глобальный геопарк ЮНЕСКО
http://www.wikidata.org/entity/Q1073037,Chiltern-Mt Pilot National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q1075091,Чизарира,http://www.wikidata.org/entity/Q1139892,ключевые орнитологические территории
http://www.wikidata.org/entity/Q1080683,Татры,http://www.wikidata.org/entity/Q473972,природоохранная зона
http://www.wikidata.org/entity/Q1085735,Maiella National Park,http://www.wikidata.org/entity/Q473972,природоохранная зона
http://www.wikidata.org/entity/Q1085735,Maiella National Park,http://www.wikidata.org/entity/Q53444003,Глобальный геопарк ЮНЕСКО
http://www.wikidata.org/entity/Q1089780,Национальный парк острова Рождества,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q1089860,Черчилл,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q1091068,Азинара (национальный парк),http://www.wikidata.org/entity/Q23442,остров
http://www.wikidata.org/entity/Q1091068,Азинара (национальный парк),http://www.wikidata.org/entity/Q473972,природоохранная зона
http://www.wikidata.org/entity/Q1091298,Сила (национальный парк),http://www.wikidata.org/entity/Q473972,природоохранная зона
http://www.wikidata.org/entity/Q1103359,Clump Mountain National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q1103590,Clyde River National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q1104316,Coalstoun Lakes National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q1104632,Коббобуни,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q1105456,Cocoparra National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q1106855,Coffin Bay National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q1109452,Collier Range National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q1111568,Тосканский архипелаг,http://www.wikidata.org/entity/Q473972,природоохранная зона
http://www.wikidata.org/entity/Q1112226,Columbey National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q1117259,Coorabakh National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q1118293,Scone Mountain National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q1122053,Yuraygir National Park,http://www.wikidata.org/entity/Q473972,природоохранная зона
http://www.wikidata.org/entity/Q1122053,Yuraygir National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q1122878,Принс-Альберт,http://www.wikidata.org/entity/Q1896949,Национальные парки Канады
http://www.wikidata.org/entity/Q1122878,Принс-Альберт,http://www.wikidata.org/entity/Q3518810,неорганизованная территория Канады
http://www.wikidata.org/entity/Q1126072,Conimbla National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q1127201,Mitchell River National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q1127232,Туарт-Форест,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q1129492,Conway National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q1129872,Купракамбра,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q1129899,Coorong National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q1130056,Yalgorup National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q1130061,Фрэнк-Ханн,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q1130900,Юкла (национальный парк),http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
